"Codigo","Descripcion","lista3","Tipo","IVA","ROS","MZA","CBA","LUG","Grupo","Rubro","Part Number" 
"212239"," PARLANTE  X-TECH MINI PORTATIL AZUL C/BLUTOOTH","14.31","A","21","0","1","0","0","172","001-0355","XTS-600BL"
"39624"," UVC ETIQUETA  CONTROL RADIACIÓN UV-C  X100U","50.82","A","21","2","1","2","2","0","","CD87-200"
"21068","65W AC ADAPTER DELTA ADP-65JH DB","40.5","A","21","2","0","0","0","90","001-0455","ADP-65JH DB"
"56","AC ADAPTER   - 76G011651-5A -","38.12","A","21","7","0","0","0","0","001-0455","76G011651-5A"
"163","ACCESORIO ANGULO EXTERNO MOVIL 70/105ºX25U","6.28","A","21","8","0","5","33","257","001-0055","FDAEM"
"39580","ACCESS POINT Aruba AP-505   WiFi6 (RW) Unified HPE","507.47","A","10.5","0","0","0","22","605","001-0612","R2H28A"
"36839","ACCESS POINT Aruba AP-515   WiFi6 (RW) Unified HPE","798.6","A","10.5","0","0","0","15","605","001-0612","Q9H62A"
"36535","Access Point Aruba Instant On AP11 (RW) HPE","95.83","A","10.5","0","5","0","78","605","001-0612","R2W96A"
"36536","Access Point Aruba Instant On AP12 (RW) HPE","174.82","A","10.5","4","3","3","63","605","001-0612","R2X01A"
"36537","Access Point Aruba Instant On AP15 (RW) HPE","203.96","A","10.5","0","0","0","11","605","001-0612","R2X06A"
"39630","Access Point Aruba Instant On AP22 (RW) HPE","207.56","A","10.5","0","0","0","2","605","001-0612","R4W02A"
"HPN181","Access Point Aruba Instant On AP25 (RW) 4x4 WiFi 6","365.21","A","10.5","2","1","1","48","605","001-0612","R9B28A"
"213780","ACCESS POINT HIKVISION 3WAP622G-SI WIFI 6 AX1800","81.91","A","10.5","10","0","7","36","603","001-0612","DS-3WAP622G-SI"
"213779","ACCESS POINT HIKVISION DS-3WAP522-SI WIFI 5 AC1200","52.9","A","10.5","20","7","22","116","603","001-0612","DS-3WAP522-SI(O-STD)"
"212650","ACCESS POINT TP-LINK EAP245 (5-PACK)","307.89","A","10.5","2","0","2","46","140","001-0612","EAP245(5-PACK)"
"212654","ACCESS POINT TP-LINK EAP265 HD DUAL BAND AC1750","83.68","A","10.5","10","4","9","187","140","001-0612","EAP265 HD"
"212651","ACCESS POINT TP-LINK EAP610-OUT AX1800 MU-MIMO POE","119.48","A","10.5","27","13","24","210","140","001-0612","EAP610-OUTDOOR"
"49036","ACCESS POINT TP-LINK EAP620 HD DUAL BAND AX1800","112.86","A","10.5","11","7","9","90","140","001-0612","EAP620 HD"
"212655","ACCESS POINT TP-LINK EAP660 HD WIFI 6 AX3600","184.39","A","10.5","10","2","0","0","140","001-0612","EAP660 HD"
"212282","ADAP  X-TECH C/CONEC HDMI MACHO A HDMI HEMBRA 90G","2.69","A","21","2","14","5","14","172","001-0030","XTC-344"
"212283","ADAPTADO  X-TECH C/CONEC HDMI MACHO A HDMI HEMBRA","4.29","A","21","3","10","6","4","172","001-0030","XTC-347"
"12999","ADAPTADOR 12V 2A P/DVR 4-8CH KG","8.28","A","21","3","0","0","0","213","003-0362","FJ-SW1202000A"
"14106","ADAPTADOR 5.25M A 5.25M POWER 15CM 4PINES","0.74","A","10.5","95","32","58","0","90","001-1055","CX933D"
"70010","ADAPTADOR 80 A 68 PINES P/SCSI","3.99","A","21","1","0","0","0","32","001-0131",""
"70186","ADAPTADOR 9M-25M BN-5015","0.94","A","21","2","0","0","0","32","001-0030",""
"483","ADAPTADOR C36H A DB25M","19.32","A","10.5","0","0","1","0","32","001-0030",""
"36426","ADAPTADOR DE BAHIA 2.5 A 3.5 P/HDD METAL","1.41","A","21","0","0","0","627","1","001-0010",""
"14811","ADAPTADOR IBM PCIe Riser Card 2 00D8604 X3630M4","36.3","A","10.5","0","0","0","2","250","001-0500","00D8604"
"60424","ADAPTADOR IDE A S-ATA  NOGANET P/ DISCOS SATA","0.08","A","10.5","0","0","0","0","158","001-0010","IDE/SATA"
"27276","ADAPTADOR LENOVO 1 PCIE 8X RISER CARD 1XCPU (I)","51.15","A","21","0","0","0","1","250","001-0500","4XC0G88823"
"35368","ADAPTADOR LENOVO PCIE Riser CARD 1 X3550 M5","61.71","A","10.5","0","0","0","1","250","001-0500","00KA061"
"24455","ADAPTADOR LENOVO PCIe Riser Card 2 X3650M5","87.12","A","21","0","0","0","1","250","001-0500","00KA498"
"35373","ADAPTADOR LENOVO PCIe Riser Card X3650M5","70.18","A","10.5","0","0","0","2","250","001-0500","00KA489"
"25754","ADAPTADOR LENOVO PCIE Riser X8 X8 X8 RD450","100.43","A","21","0","0","0","4","250","001-0500","4XF0G45897"
"1570","ADAPTADOR MOUSE/MODEM DB9H-DB25M","0.76","A","21","21","0","0","0","32","001-0340",""
"11222","ADAPTADOR N HEMBRA-RPSMA HEMBRA PACIFIC WIRELESS","1.38","A","21","0","2","0","0","256","001-1055","AD-NF-RPSMAF"
"70618","ADAPTADOR P/JOYSTICK 15M/15M","0.89","A","21","0","0","3","0","32","001-0530",""
"1586","ADAPTADOR P/MOUSE 9M/9M NB-515","0.72","A","21","14","3","0","0","32","001-0340",""
"2920","ADAPTADOR PPGA P/INTEL CELERON","6.64","A","10.5","9","0","0","0","1","001-0330",""
"2922","ADAPTADOR SCSI SCA 80H/BH50-68","10.65","A","21","0","1","0","0","1","001-0030",""
"53251","ADAPTADOR USB-C A USB-A GENIUS","1.96","A","21","0","0","0","0","40","001-0010","32590002400"
"213233","ADAPTADOR VGA COOLER MASTER","102.28","A","21","2","0","1","21","115","001-0010","MCA-U000R-KFVK03"
"214197","ADAPTADOR VGA COOLER MASTER ATLAS HORIZONTAL ARGB","65.12","A","21","2","0","1","22","115","001-0010","MCA-U000R-AGSBTG-00"
"213458","ADAPTADOR X-TECH  DE RED C/CONECTOR USB 3.0 A RJ-4","14.09","A","21","2","0","0","0","172","001-0030","XTC-376"
"212281","ADAPTADOR X-TECH C/CONEC HDMI HEMBRA A HEMBRA","2.42","A","21","10","0","10","19","172","001-0030","XTC-333"
"212254","ADAPTADOR X-TECH C/CONEC TIPO-C MACHO A USB A HEMB","3.82","A","21","0","0","10","5","172","001-0030","XTC-515"
"212278","ADAPTADOR X-TECH C/CONEC TIPO-C MACHO A VGA HEMBRA","15.96","A","21","3","1","7","10","172","001-0030","XTC-551"
"212262","ADAPTADOR X-TECH C/CONEC USB TIPO-C MACHO A HDMI H","13.81","A","21","7","5","5","19","172","001-0030","XTC-540"
"214488","ADAPTADOR X-TECH DISPLAYPORT MACHO A HDMI HEMBRA","4.91","A","21","11","5","5","89","172","001-0030","XTC-378"
"212277","ADAPTADOR X-TECH MULTIPUERTO TIPO-C 3 EN 1","15.78","A","21","2","0","0","2","172","001-0030","XTC-565"
"212279","ADAPTADORES X-TECH ESTUCHE VARIOS","7.39","A","21","6","15","19","108","172","001-0030","XTC-570"
"9369","ALARGUE MONITOR 15M/15H 1.8M CX","2.16","A","21","-4","0","4","0","88","001-1055","CX417A"
"9370","ALARGUE MONITOR 15M/15H 3M CX","3.27","A","21","1","0","0","0","90","001-0030","CX417B"
"5218","ALARGUE TECLADO AT 1.8M","0.52","A","21","0","2","0","0","32","001-0030",""
"464","ALARGUE TECLADO DIN5 D5M-5M 1.80 M","0.83","A","21","14","7","0","0","32","001-0030",""
"70455","ALMOHADILLAS X3 REEMPLAZO RADIAL CLEANER","0.53","A","21","11","0","7","0","1","001-0557","035286231329"
"72195","ALT. ARM0R P/EPS0N K11827 T009401","2.98","A","10.5","7","0","7","0","8","001-0455",""
"72192","ALT. ARMOR P/EPS0N K11431 S020193","1.98","A","10.5","31","0","29","0","8","001-0455",""
"41931","ALT. ARMOR P/EPS0N K11431 S020193 -SIN CAJA","1.98","A","10.5","0","0","10","0","8","001-0011",""
"70090","ALT. ARMOR P/EPS0N K11801 T020311","1.69","A","10.5","0","0","1","0","8","001-0455","3112534118018"
"41936","ALT. ARMOR P/EPS0N K11825 T007311-SIN JACA-- VENCI","0.12","A","10.5","12","0","0","0","8","001-0455",""
"3432","ALT.P/EPS0N S020193","2.06","A","10.5","4","1","6","0","15","001-0455","309035"
"1341","AMPL.  8MB  C4136A  P/HP 1100","117.36","A","10.5","1","0","0","0","1","001-0590",""
"69999","AMPL.  8MB EDO HP LASERJET 4000 HP08L15","61.94","A","10.5","3","0","0","0","1","001-0335",""
"2273","AMPL. 64MB HP VECTRA VL400 P1536A","74.45","A","10.5","1","0","0","0","1","001-0590",""
"30032","AMPL. 64MB KTC2430/64 CPQ DESKTOP KGST","1.51","A","10.5","1","0","0","0","96","001-0590","KTC2430/64"
"70063","AMPL. 64MB P/HPLASER 8000 HP64L14 MCARD","75.85","A","10.5","2","0","0","0","1","001-0590",""
"70405","AMPL.128MB P/DESKPRO 2000 CM128P15 MCARD","52.93","A","10.5","1","0","0","0","1","001-0590",""
"71588","AMPL.256MB KTH-X1000/256 HP SVR 2110 KGT","1.51","A","10.5","3","0","0","0","96","001-0590","KTH-X1000/256"
"71925","AMPL.256MB KTM3123/256 IBM  KGST","1.2","A","10.5","1","0","0","0","96","001-0590","KTM3123/256"
"31811","AMPL.256MB KTM43P150/256 UNIX WORKSTATION KGTN","1.51","A","10.5","1","0","0","0","96","001-0590","KTM43P150/256"
"31007","AMPL.256MB NYNIX CN0453 TOSHIBA A70 333 CL2.5","53.34","A","10.5","0","1","0","0","1","001-0590","CN0453"
"31006","AMPL.256MB SAMSUNG CN0452 TOSHIBA A70 333 CL2.5","2.52","A","10.5","2","0","0","0","1","001-0590","CN0452"
"50704","ANILLAS ORGANIZADORAS GABITEL SET X 5 UN. (N)","25.89","A","21","0","0","0","2","150","001-0054","O-ANILL-5"
"7095","ANTENA  7DBI OMNI D-LINK ANT24-0700 2400MHZ SMA","17.57","A","21","0","0","0","1","156","001-0612","ANT24-0700"
"44705","ANTENA  9DBI OMNI KOZUMI KA-9DBIO","11.67","A","21","2","0","0","0","135","001-0612","KA-9DBIO"
"11225","ANTENA 7 DBI OMNI 2.4 GHZ NM PACIFIC WIRELESS","15.79","A","21","0","1","0","0","256","001-0612","OD24M-7"
"11223","ANTENA ROOTENA 5.8GHZ 24DBI MMCX PACIFIC WIRELESS","27.9","A","21","0","0","7","12","256","001-0612","R2T58-24-MMCX"
"11245","ANTENA ROOTENA 5.8GHZ 24DBI UFL PACIFIC WIRELESS","27.9","A","21","0","0","8","4","256","001-0612","R2T58-24-UFL"
"20926","APC 19 ROTATING KEYBOARD DRAWER BLACK","467.85","A","21","0","0","0","1","56","001-0054","AR8127BLK"
"20924","APC CABLE MANAGEMENT RINGS (QTY. 5 LARGE AND","78.53","A","21","0","0","0","1","56","001-0054","AR8113A"
"18813","APC CABLE USB P/KVM 1.8M","81.94","A","21","0","0","0","2","56","001-3560","AP5253"
"APCEP1000","APC Easy PDU, Basic, 1U, 16A, 230V, (8)C13","252.37","A","21","0","0","0","8","56","001-3560","EPDU1016B"
"APCEP1001","APC Easy PDU, Metered, 1U, 16A, 230V, (8)C13","829.05","A","21","0","0","0","3","56","001-3560","EPDU1016M"
"10665","APC Modbus/Jbus Interface Card","354.02","A","21","0","0","0","1","56","001-0540","AP9622"
"35341","APC NetBotz Rack Monitor 250","1214.58","A","21","0","0","0","1","56","001-3560","NBRK0250"
"51044","APC NetBotz Rack Monitor 250 (DEMO)","1214.58","A","21","1","0","0","0","56","001-3560","NBRK0250"
"17543","APC NetShelter SX 42U/48U Baying Trim Kit Black","61.32","A","21","0","0","0","2","56","001-3560","AR7600"
"18525","APC NetShelter SX Bolt-Down Kit","73.03","A","21","0","0","0","1","56","001-3561","AR7701"
"01111","APC NETWORK MANAGEMENT CARD FOR EASY UPS, 1-PH","213.86","A","21","0","0","0","4","56","001-3560","AP9544"
"20928","APC PART DE PROTEC CABLES P/NETSHELTER 600MM","76.48","A","21","0","0","0","2","56","001-0054","AR8162ABLK"
"21052","APC PROTEC TRANS POT P/LINEAS TEL DIGITAL","18.62","A","21","2","0","0","38","56","001-3560","PDIGTR"
"51046","APC Rack PDU 2G, CONMUTADO, 0U, 32A,(21)C13 Y (3)C","2545.64","A","21","7","0","0","0","56","001-3560","AP8653"
"51045","APC SENSOR MONIT ACCESO P/NETSHELTER SX 12FT (DEMO","383.55","A","21","0","0","1","0","56","001-3560","NBES0303"
"20994","APC SENSOR TEMP P/CENTRO DATOS C/PANTALLA","306.32","A","21","0","0","1","0","56","001-3560","AP9520T"
"APC13113","APC SRT 19 RAIL KIT FOR SMART-UPS SRT","256.71","A","21","0","0","0","12","56","001-3560","SRTRK2"
"14264","APC Symmetra PX Power Module, 10/16kW, 400V","10924.91","A","21","0","0","0","0","56","001-3560","SYPM10K16H"
"52053","APC Tarjeta SNMP CARD + SensorT p/SMART UPS","1122.72","A","21","0","0","0","3","56","001-3560","AP9641"
"52052","APC Tarjeta SNMP CARD p/SMART UPS","794.32","A","21","2","0","0","4","56","001-3560","AP9640"
"10271","APC Temperature & Humidity Sensor","471.25","A","21","0","0","0","1","56","001-3560","AP9335TH"
"4043","APC Temperature & Humidity Sensor","155.68","A","21","0","0","0","1","56","001-3560","AP9512THBLK"
"18836","APC Temperature Sensor","101.95","A","21","0","0","0","2","56","001-3560","AP9512TBLK"
"21069","ARGENTINA POWER CORD I-SHENG","11.69","A","21","2","0","0","0","90","001-0455",""
"13734","Aruba HPE X240 10G SFP+ SFP+ 0.65m DAC Cable (L)","164.8","A","10.5","0","0","0","1","605","001-0430","JD095C"
"HPN186","Aruba IOn 10G SFP+ to SFP+ 1m DAC Cable","84.8","A","10.5","1","0","0","13","605","001-0430","R9D19A"
"HPN187","Aruba IOn 10G SFP+ to SFP+ 3m DAC Cable","116.6","A","10.5","1","0","0","42","605","001-0430","R9D20A"
"49076","Aruba soporte Instant On AP22","10.6","A","21","0","0","0","2","605","001-0430","R6P90A"
"53871","ASPIRADORA SMARTLIFE  CON BOLSA GRIS 1600W","132.29","A","21","2","0","2","4","374","001-0580","SL-VC16BAG"
"213031","ASPIRADORA SMARTLIFE CON  BOLSA TURQUEZA  1800W","101.17","A","21","1","0","0","1","374","001-0580","SL-VC18BAB"
"213032","ASPIRADORA SMARTLIFE SIN BOLSA TURQUEZA  1800W","116.73","A","21","0","0","0","1","374","001-0580","SL-VC18BLB"
"31091","ASUS BATERIA SERIE A3N 8CELL","206.8","A","21","1","0","0","0","26","001-0455","70-NA51B3000"
"31092","ASUS BATERIA SERIE A4L","175.03","A","21","3","0","1","0","26","001-0455","70-N9X181200"
"41769","ASUS BATERIA SERIE Z35F","191.84","A","21","2","0","1","0","26","001-0455",""
"32970","ASUS BATERIA SERIE Z9200 8CELL A6R","211.02","A","21","2","0","2","0","26","001-0455","NIL1B2200"
"30039","ASUS CABLE 15P GAME PC99","15.29","A","10.5","0","0","0","7","26","001-0455",""
"32719","ASUS CABLE WEBCAM W5G","21.25","A","21","3","0","0","0","26","001-0455",""
"33991","ASUS DVD DUAL DL 8X P/NB SERIE A3E","166.47","A","10.5","2","0","0","0","26","001-0455","70-NCL6W1000"
"32594","ASUS MOTHERBOARD P/ NOTEBOOK  Z94L","116.7","A","10.5","17","0","19","0","26","001-0455","NF0MB1000Z"
"31788","ASUS MOTHERBOARD P/NB A3L","241.2","A","10.5","1","0","0","0","26","001-0455",""
"31747","ASUS MOTHERBOARD P/NB ASUS A4L SERIES","225.63","A","10.5","2","0","0","0","1","001-0363","60-N9XMB1000-E01P"
"32508","ASUS MOTHERBOARD P/NB ASUS A6NE","241.2","A","10.5","1","0","0","0","26","001-0455","60-NC6MB1000-A0A"
"32505","ASUS MOTHERBOARD P/NB ASUS A6U","210.07","A","10.5","1","0","0","0","26","001-0455","60-NIMB1000-A03"
"32509","ASUS MOTHERBOARD P/NB ASUS M5AE","381.24","A","10.5","1","0","0","0","26","001-0455","60-NEQMB2000-A03"
"213553","AURICULAR + MIC GENIUS HS-100U USB *VINCHA 1 OREJA","10.24","A","21","20","2","19","41","40","001-0351","31710027400"
"212229","AURICULAR + MIC X-TECH AVID AZUL C/ CABLE","11.41","A","21","5","1","0","18","172","001-0351","XTH-356"
"212227","AURICULAR + MIC X-TECH CUTIE ROSADO C/CABLE","10.62","A","21","4","0","2","45","172","001-0351","XTH-355"
"212233","AURICULAR + MIC X-TECH KHI GAMING USB ROSA","16.52","A","21","6","6","26","79","172","001-0351","XTH-564"
"212232","AURICULAR + MIC X-TECH MORRI GAMING ESTEREO + USB","15.83","A","21","0","0","0","11","172","001-0351","XTH-565"
"212231","AURICULAR + MIC X-TECH OMINOUS GAMING ESTEREO","14.47","A","21","0","0","1","11","172","001-0351","XTH-510"
"212235","AURICULAR + MIC X-TECH P/CONFERENCIA NEGRO USB-A","6.65","A","21","20","10","20","350","172","001-0351","XTH-235"
"212236","AURICULAR + MIC X-TECH P/VIDEOCONFERENCIA USB","9.31","A","21","10","10","17","342","172","001-0351","XTH-240"
"212230","AURICULAR + MIC X-TECH VORACIS GAMING PC ESTÉREO","10.32","A","21","0","0","5","38","172","001-0351","XTH-500"
"212230 - CD","AURICULAR + MIC X-TECH VORACIS GAMING PC ESTÉREO","10.32","A","21","0","0","0","5","172","001-0351","XTH-500"
"213297","AURICULAR COOLER MASTER CH331 USB GAMING HEADSET","44.44","A","21","1","0","2","81","115","001-0351","CH-331"
"214276","AURICULARES  KLIPXTREME HI-FI INALAMBRICO C/AZUL","65.6","A","21","10","5","8","52","173","001-0351","KNH-750BL"
"214275","AURICULARES  KLIPXTREME HI-FI INALAMBRICO C/NEGRO","65.6","A","21","9","4","10","54","173","001-0351"," KNH-750GR"
"212287","AURICULARES  KLIPXTREME TWIN TOUCH INALAM NEGRO","18.97","A","10.5","1","2","0","25","173","001-0351","KTE-010BK"
"210245-CD","AURICULARES + MIC GAMEMAX HG3600 USB *CAJA DAÑADA*","30.6","A","21","0","0","0","1","148","001-0351","HG3600 (X)"
"210245","AURICULARES + MIC GAMEMAX HG3600 USB 7.1 RGB","33.26","A","21","9","0","0","38","148","001-0351","HG3600"
"31047","AURICULARES + MIC GENIUS HS-02B","4.41","A","21","0","13","0","0","40","001-0351","31710037100"
"7237","AURICULARES + MIC GENIUS HS-200C BLACK","4.33","A","21","0","40","21","18","40","001-0351","31710151100"
"51667","AURICULARES + MIC GENIUS HS-220U USB DIGITAL","13.56","A","21","0","7","2","2","40","001-0351","31710020400"
"53088","AURICULARES + MIC GENIUS HS-230U USB DIGITAL","14.62","A","21","37","14","34","61","40","001-0351","31710021400"
"214077","AURICULARES + MIC GENIUS HS-230U USB- TIPO C","14.33","A","21","33","23","48","150","40","001-0351","31710021403"
"22334","AURICULARES + MIC GENIUS HS-M200C BLACK P/NOTEBOOK","4.33","A","21","65","38","47","509","40","001-0351","31710151103"
"214202","AURICULARES + MIC GENIUS HS-M365 IN EAR USBC BLANC","7.09","A","21","47","30","37","126","40","001-0351","31710030401"
"214201","AURICULARES + MIC GENIUS HS-M365 IN EAR USBC NEGR","6.92","A","21","29","0","33","72","40","001-0351","31710030400"
"49698","AURICULARES + MIC LOGITECH H111 (I)","18.82","A","21","17","7","5","41","63","001-0351","981-000612"
"27707","AURICULARES + MIC LOGITECH H390 USB NEGRO (I)","30.95","A","21","72","15","110","2163","63","001-0351","981-000014"
"49438","AURICULARES + MIC MSI GAMING HEADSET DS501 JACK3.5","20.29","A","21","0","0","16","837","38","001-0351","S37-2100921-SV1"
"52354","AURICULARES + MIC MSI GAMING HEADSET GH50 USB","64.44","A","21","0","0","0","8","38","001-0351","S37-0400020-SV1"
"48514","AURICULARES + MIC MSI IMMERSE GH30 V2","35.98","A","21","13","0","20","424","38","001-0351","S37-2101001-SV1"
"38604","AURICULARES ADATA XPG PRECOG","83.43","A","21","2","0","0","0","787","001-0351","75260015"
"213459","AURICULARES DISNEY PRINCESA X-TECH C/CABLE +MIC","15.63","A","21","20","2","20","73","172","001-0351","XTH-D274PS"
"4210","AURICULARES ERICSSON Z520","0.01","A","21","1","0","0","0","32","001-0013",""
"212757","AURICULARES FOXBOX PLUG 3.5 GLOW  VERDE","4.5","A","21","0","0","0","2","558","001-0351","8804240051332"
"17419","AURICULARES FOXBOX PLUG 3.5 GLOW ROSA","4.76","A","21","0","0","0","2","558","001-0351","8804240049629"
"27252","AURICULARES GAMEMAX G200 (CAJA DAÑADA)","14.47","A","21","0","0","0","1","148","001-0351","G200"
"53133","AURICULARES GENIUS HS-M900BT BT5.0 BLACK","11.73","A","21","88","44","91","556","40","001-0351","31710022400"
"213461","AURICULARES GHOST SPIDER X-TECH ESTEREO","20.53","A","21","20","4","11","104","172","001-0351","XTH-M565SG"
"53539","AURICULARES HAYLOU G003 GAMING BLACK BLUETOOTH","29.11","A","10.5","0","0","0","1","966","001-0351","6971664933567"
"53542","AURICULARES HAYLOU W1 BLUE BLUETOOTH","26.24","A","10.5","10","15","50","951","966","001-0351","6971664931112"
"53542-CD","AURICULARES HAYLOU W1 BLUE BLUETOOTH CAJA DAÑADA","23.62","A","10.5","0","0","0","12","966","001-0351","6971664931112"
"212418","AURICULARES KLIPXTREME CRYSTALCOM PRO INALAMBRICO","45.14","A","21","12","8","19","46","173","001-0351","KCH-905"
"212314","AURICULARES KLIPXTREME KLEARCOM ÉSTEREO USB 2.0","17.6","A","21","18","17","35","392","173","001-0351","KCH-510"
"212312","AURICULARES KLIPXTREME OASIS INALAMBRICO  NEGRO","34.13","A","21","0","0","0","4","173","001-0351","KNH-050BK"
"212313","AURICULARES KLIPXTREME OASIS INALAMBRICO BLANCO","31.84","A","21","0","0","0","1","173","001-0351","KNH-050WH"
"212521","AURICULARES KLIPXTREME SEKUAL PARA PC C/MICROFONO","11.73","A","21","10","4","8","94","173","001-0351","KSH-290"
"212308","AURICULARES KLIPXTREME STYLE INALAMBRICO CORAL","33.76","A","10.5","0","0","0","0","173","001-0351","KWH-750CO"
"212288","AURICULARES KLIPXTREME TWIN TOUCH INALAM BLANCO","18.97","A","10.5","14","8","10","99","173","001-0351","KTE-010WH"
"212417","AURICULARES KLIPXTREME VOXCOM INALAM CONEX DUAL","35.41","A","21","18","5","20","46","173","001-0351","KCH-750"
"212291","AURICULARES KLIPXTREME ZOUNDBUDS INALAMBRICO BLAN","19.76","A","10.5","0","1","4","20","173","001-0351","KTE-250WH"
"212290","AURICULARES KLIPXTREME ZOUNDBUDS INALAMBRICO NEGRO","19.76","A","10.5","0","4","0","5","173","001-0351","KTE-250BK"
"53267","AURICULARES LOGITECH ASTRO A10  WHITE ( I )","85.09","A","21","1","4","1","9","63","001-0351","939-002050"
"213462","AURICULARES MINNIE MOUSE X-TECH INALAMBRICO +MIC","27.94","A","21","7","6","3","160","172","001-0351","XTH-D660MM"
"53727","AURICULARES PHILIPS TAE4205WT/00","28.98","A","10.5","3","0","0","1","777","001-0351","4205WT/00"
"39535","AURICULARES PHILIPS TAH4105BK/00 VINCHA","30.8","A","21","4","0","6","79","777","001-0351","TAH4105BK/00"
"39841","AURICULARES PHILIPS TAH4105WT/00 VINCHA","31.32","A","21","0","0","1","0","777","001-0351","TAH4105WT/00"
"39843","AURICULARES PHILIPS TAT2205BK/00 On Ear Bluetooth","56.51","A","10.5","0","0","0","1","777","001-0351","TAT2205BK/00"
"212152","AURICULARES PHILIPS TAT2205BK/00 On Ear BT EXPO","54.81","A","10.5","0","0","0","1","777","001-0351","TAT2205BK/00 EXP"
"51262","AURICULARES PRIMUS ARCUS 150T WRD USB 7.1","30.86","A","21","0","0","0","3","886","001-0351","MM221PGL02"
"210063","AURICULARES REALME TECHLIFE BUDS T100 WHITE BLUETO","19.37","A","10.5","0","0","0","0","966","001-0351","6941399096769"
"213218","AURICULARES REDMI BUDS 4 ACTIVE BLACK BLUETOOTH","23","A","21","0","0","0","0","966","001-0351","6941812712733"
"213582","AURICULARES REDMI BUDS 4 BLACK BLUETOOTH","33.16","A","21","0","0","0","1","966","001-0351","6941812728406"
"213216","AURICULARES REDMI BUDS 4 LITE BLACK BLUETOOTH","22.43","A","21","0","0","0","0","966","001-0351","6941812721032"
"214284-CD","AURICULARES SAMSUNG GALAXY INALAMBRICOS BUDS2 EXPO","192.63","A","21","0","0","0","2","24","001-0351","SM-R510NZAAINS"
"214284","AURICULARES SAMSUNG GALAXY INALAMBRICOS BUDS2 PRO","195.51","A","21","30","10","30","306","24","001-0351","SM-R510NZAAINS"
"213460","AURICULARES SPIDER-MAN X-TECH C/CABLE +MIC","24.11","A","21","9","2","1","74","172","001-0351","XTH-M541SM"
"51733","AURICULARES SYX  A3 GAMING","18.06","A","21","6","32","16","689","773","001-0351","CS-PS563"
"51736","AURICULARES SYX PS5 CX-PS561 BLANCO 3.5MM","12.97","A","21","54","2","36","64","773","001-0351","CX-PS561"
"210111","AURICULARES+MIC  MOTOROLA  XT120  VINCHA BLANCO","36.14","A","21","2","0","0","2","260","001-0351","5055374709900"
"210110","AURICULARES+MIC  MOTOROLA  XT120  VINCHA NEGRO","36.14","A","21","1","0","0","0","260","001-0351","5055374709917"
"210103","AURICULARES+MIC  MOTOROLA  XT200  VINCHA BLANCO","33.72","A","21","0","0","0","2","260","001-0351","5055374711262"
"212088","AURICULARES+MIC SAMSUNG IN EAR TYCE C  BLANCO","24.84","A","21","1","5","4","19","24","001-0351","EO-IC100BWEGWW"
"40196","AVERMEDIA AVERKEY LITE PC TO TV CONVERTER","67.22","A","21","0","0","0","5","60","001-0560","AVerMedia Key Lite"
"24494","BALUN PASIVO CYGNUS BH01B VIDEO BNC-UTP","4.53","A","21","0","0","0","1","599","001-0304","BH-01B"
"HIK200","BALUN PASIVO SOLO VIDEO BNC TVI-HDCVI OVER UTP","3.56","A","21","0","0","0","1","603","001-0304","UTP-801P"
"25417","BANDEJA 19` 1U-300MM GLC FIJA LIVIANA","12.44","A","21","0","0","0","56","141","001-1055","GLC-BAND-FIJA-001/R-2004"
"27138","BANDEJA 19` 1U-400MM GLC DESLIZABLE","24.09","A","21","0","0","0","6","141","001-1055","GLC-BAN-DES-001"
"26573","BANDEJA 19` 2U-400 GLC FIJA LIVIANA","21.95","A","21","0","0","0","6","141","001-1055","GLC-BAND-FIJA-002"
"20925","BANDEJA APC DESLIZ P/TECLADO 17","553.23","A","21","0","0","0","1","56","001-0054","AR8126ABLK"
"43695","BANDEJA DUPLEX SAMSUNG ML-U4050A P/ ML-4050N","8.44","A","21","0","0","0","66","24","001-1001","ML-U4050A/XAA"
"1349","BANDEJA GABITEL TECLADO GIRATORIA (N)","222.88","A","21","0","0","0","1","150","001-0054","B-T-GIRN"
"1350","BANDEJA GABITEL VENT 19` 3U 400MM (N)","79.98","A","21","0","0","0","4","150","001-0054","B-V-3U4N"
"3755","BANDEJA GABITEL VENT 19` 3U 500MM (N)","88.81","A","21","0","0","0","2","150","001-0054","B-V-3U5N"
"39270","Bandeja Gabitel Vent 2U 400 (N)","67.03","A","21","0","0","0","1","150","001-0054","B-V-2U4N"
"5988","BANDEJA LEXMARK 550 HOJAS E250/350/450/X340/342","72.65","A","10.5","0","0","0","1","17","001-1001","28S0803"
"8661","BANDEJA SAMSUNG P/ ML-3310ND/ML-3710ND/ML-3750","97.13","A","21","1","0","1","3","24","001-1259","ML-S3710A/SEE"
"15188","BANDEJA SAMSUNG P/M3820ND/M4020ND/M4072  520 HOJAS","37.8","A","21","0","0","4","23","5","001-1001","SS520B"
"43760","BANDEJA SAMSUNG SCX-S6555A P/ SCX-6545N 520 HOJAS","31.5","A","21","0","0","0","123","24","001-1001","SCX-S6555A/SEE"
"34614","BAR CODE CARD 10Z0400  LEXMARK  C780/C782","364.15","A","10.5","0","0","0","1","17","001-1001","10Z0400"
"43802","BASE GABITEL PARA RACK ab RUEDAS (B)","35.08","A","21","0","0","0","2","150","001-0054","VA-AB-BRDB"
