"Codigo","Descripcion","lista3","Tipo","IVA","ROS","MZA","CBA","LUG","Grupo","Rubro","Part Number" 
"4832","RACK GABITEL EVO3 19` 20U  800MM C/PUERTA (N)","1108.12","A","21","0","0","0","1","150","001-3561","R-E3-20U8N"
"52942","RACK GABITEL EVO4 19` 45U 1000MM C/PTA (N) - EXPO","933.47","A","21","1","0","0","0","150","001-3561","R-E4-45U1N"
"16222","RAID 5 UPGRADE IBM M5100 512MB Cache/RAID 5","69.21","A","10.5","1","0","0","22","250","001-0500","81Y4484"
"15036","REGLETA PowerStrip 66` Vertical, Rack Mou HUBBELL","155.61","A","21","2","0","0","20","255","001-0055","PRRMLM30250C1C3T3B"
"53924","RELAY SMART GRALF WIFI RIEL DIN","23.12","A","10.5","0","0","0","12","212","001-0212","GF-TMZ"
"35739","REP BATERIA 6.6A MONOPATIN MOBOX CS516","57.75","A","21","0","0","0","1","909","000-0299",""
"7751","RESMA 12X25 X1000 HUSARES  70GRS ORIGINAL LISO","12.83","A","21","2","0","0","0","47","001-0460","10305/3135"
"214041","ROKU EXPRESS 4K + STREAMING HD/4K/HDR","51.74","A","21","1","0","0","0","1","569","3941R2-829610004624"
"214095","ROKU EXPRESS HD STREAMING HDMI W/REMOTE","37.55","A","21","23","8","34","1053","1","569","829610004921"
"214094","ROKU EXPRESS HD STREAMING HDMI W/REMOTE","37.55","A","21","23","10","12","94","1","569","829610004914"
"213950","ROKU STREAM TV LE HD","38.8","A","21","3","21","3","25","1","569","829610004730"
"14761","ROLLO ETIQ BROTHER DK1202 6.2 X 10 P/ENVIO 300 ETI","30.67","A","21","0","0","0","1","20","001-0260","DK1202"
"33193","ROLLO ETIQ BROTHER DK1207 58MM P/CD-DVD 100 ETIQ","32.53","A","21","1","0","1","1","20","001-0260","DK1207"
"3887","ROLLO ETIQ BROTHER DK1219 12MM REDONDA 1200 ETIQ","26.15","A","21","1","0","1","1","20","001-0260","DK1219"
"10516","ROLLO ETIQ BROTHER DK1221 0.23 X 0.23 1000 ETIQ","27.45","A","21","1","1","2","0","20","001-0260","DK1221"
"17328","ROLLO ETIQUETAS BROTHER DK-2246 103MM CONTI.","57.2","A","21","1","0","1","1","20","001-0260","DK2246"
"33195","ROLLO ETIQUETAS BROTHER DK2113 62MM CONTI. NEG/TRA","86.49","A","21","1","0","1","1","20","001-0260","DK2113"
"33196","ROLLO ETIQUETAS BROTHER DK2205 62MM CONTI.","28.89","A","21","4","4","0","0","20","001-0260","DK2205"
"73057","ROLLO ETIQUETAS BROTHER DK2210 29MM CONTI.","21.82","A","21","6","2","4","14","20","001-0260","DK2210"
"44904","ROLLO ETIQUETAS BROTHER DKN5224 54MM NO AUTOADHES.","32.82","A","21","1","0","1","1","20","001-0260","DKN5224"
"213613","ROLLO ETIQUETAS TERMICO TT-0026 ETIQ 100 X 150 MM","28.3","A","21","0","0","0","49","1","001-0260",""
"53513","ROLLO ETIQUETAS TERMICO TT-0026 ETIQ 100 X 80 MM","13.69","A","21","0","0","0","102","1","001-0260","TT-0026"
"5270","ROLLO OBRA 70 X 40 MTS SIMPLE P/ TMU-950  X10","4.56","A","21","1","0","0","0","57","001-0480","3140RO"
"49285","ROLLO PAPEL OBRA ILUST 100 X 60 800 ETIQ P/PC42T","6.96","A","21","0","0","3","11","445","001-0480","ETQ-1000601I2O00800"
"48129","ROLLO PAPEL OBRA ILUST 100 X 85 600 ETIQ P/PC42T","7.02","A","21","0","1","0","28","445","001-0480","1000851I2O00600"
"49286","ROLLO TERMICO 100 X 60 800 ETIQ P/PC42T","9.83","A","21","0","0","3","20","445","001-0480","ETQ-1000601T2O00800"
"37070","ROLLO TERMICO 57MM X 50MTS P/REGISTRADORA X 1","0.5","A","21","5","0","0","-40","29","001-0420",""
"29118","ROLLO UC GLOSSY POSTER PAPER 44" X 30 MT 150 GR","59.23","A","21","3","0","0","0","29","001-0480","UC-GPP150-112"
"14178","ROSETA BOX MONTAJE SUPERFICIAL 2 PUERTOS HUBBELL","0.66","A","21","0","0","0","368","255","001-0055","ISB2OW"
"28804","ROTOMARTILLO ELECTRONEUMATICO POWER TOOLS PTN8121","78.65","A","21","2","0","0","2","94","003-1000","PTN8121"
"37690","ROTULADORA BROTHER PT-H110 (MAX 12MM) (AZUL)","50.11","A","21","8","2","3","69","20","001-0279","PTH110TB"
"37689","ROTULADORA BROTHER PT-H110 (MAX 12MM) (BLANCA)","50.11","A","21","5","3","5","26","20","001-0279","PTH110"
"23119","ROTULADORA BROTHER PT-P750W (MAX 24MM) WIFI","304.28","A","10.5","0","0","0","4","20","001-0279","PTP750W"
"25526","ROTULADORA BROTHER PT-P900W (MAX 36MM) WIFI","572.48","A","10.5","1","0","1","0","20","001-0279","PTP900W"
"25528","ROTULADORA BROTHER PT-P950NW (MAX 36MM) WIFI RED","825.75","A","10.5","1","0","1","1","20","001-0279","PTP950NW"
"213781","ROUTER 10P HIKVISION 3WG210GP VPN POE AC","108.08","A","10.5","6","0","6","42","603","001-0612","DS-3WG210GP-SI"
"212652","ROUTER 10P TP-LINK ER8411 GIGA VPN MULTI WAN 10G","364.31","A","10.5","6","3","7","23","140","001-0612","ER8411"
"213565","ROUTER 2P MERCUSYS MW302R 300MBPS / MODO EXTENSOR","11.79","A","10.5","144","68","201","1786","140","001-0612","MW302R"
"35844","ROUTER 2P TP-LINK WR820N 11N 300MBPS 2X5DBI","13.18","A","10.5","0","0","0","0","140","001-0612","TL-WR820N"
"214172","ROUTER 3P MERCUSYS MR70X AX1800 WIFI 6","44.38","A","10.5","6","3","7","22","140","001-0612","MR70X"
"214173","ROUTER 3P MERCUSYS MW305R 300MBPS","12.48","A","10.5","111","43","106","1276","140","001-0612","MW305R"
"214174","ROUTER 3P MERCUSYS MW325R 300MBPS ENHANCED","13.18","A","10.5","19","0","11","157","140","001-0612","MW325R"
"213537","ROUTER 4P HIKVISION DS-3WR12C AC1200MBPS WIFI 5","18.98","A","10.5","0","0","0","281","603","001-0612","DS-3WR12C"
"213538","ROUTER 4P HIKVISION DS-3WR12GC AC1200MBPS WIFI 5","24.4","A","10.5","13","16","17","656","603","001-0612","DS-3WR12GC"
"213514","ROUTER 4P HIKVISION DS-3WR3N 300MBPS WIFI 4","12.07","A","10.5","268","43","152","1635","603","001-0612","DS-3WR3N"
"36395","ROUTER 4P TP-LINK ARCHER C58HP HIGH POWER 3X9DBI","66.57","A","10.5","2","0","0","0","140","001-0612","ARCHER C58HP"
"53019","ROUTER 4P TP-LINK ARCHER MR600 4G+CAT6 AC1200 GIGA","115.11","A","10.5","48","12","44","82","140","001-0612","ARCHER MR600"
"16670","ROUTER 4P TP-LINK WR840N 11N 300MBPS 2X5DBI","16.49","A","10.5","0","0","0","0","140","001-0612","TL-WR840N"
"49752","ROUTER 5P TP-LINK ER7206 GIGA VPN MULTI-WAN","129.3","A","10.5","15","5","8","203","140","001-0612","ER7206"
"20551","ROUTER 5P TP-LINK R470T+ 10/100 1P WAN +4P LAN","32.48","A","10.5","3","0","3","7","140","001-0612","TL-R470T+"
"18708","ROUTER 5P TP-LINK R480T+ 10/100 1P WAN +4P LAN","43.72","A","10.5","3","2","1","95","140","001-0612","TL-R480T+"
"212653","ROUTER 6P TP-LINK ER707-M2 GIGA VPN MULTI WAN","134.15","A","10.5","1","0","0","0","140","001-0612","ER707-M2"
"212677","ROUTER 8P TP-LINK ER7212PC VPN MULTI WAN OMADA","171.3","A","10.5","8","6","5","133","140","001-0612","ER7212PC"
"25888","SAMPLE ELECTRIC RAQUET (RAQUETA MATA INSECTOS)","37.92","A","21","1","0","0","0","1","003-0800","OS-300"
"26250","SAMPLE HAIR CURLER (RIZADORA)","46.66","A","21","1","0","0","0","1","003-0800","HI-852"
"25892","SAMPLE LADY SHAVER (DEPILADORA)","36.9","A","21","1","0","0","0","1","003-0800","TL-7198-3"
"25890","SAMPLE LADY SHAVER (DEPILADORA)","36.63","A","21","1","0","0","0","1","003-0800","TL-2358-3"
"25893","SAMPLE LADY SHAVER (DEPILADORA)","36.63","A","21","1","0","0","0","1","003-0800","HF-5168-B"
"31618","SAMSUNG TONER  CLP-Y300A P/CLP300-N/CLX3160 YELLOW","0.22","A","21","1","0","0","-1","24","001-0001","CLP-Y300A/XAA"
"43370","SAMSUNG TONER  ML-2250/ 2251 D5 (CAJA DAÑADA)","0.33","A","21","0","0","0","1","24","001-0001","ML-2250D5/SEE"
"21048","SAMSUNG TONER MLT-P208A P/SCX-5835NX 20K PAG (EXPO","0.43","A","10.5","0","0","0","1","0","001-0001",""
"39779","SANDWICHERA SMARTLIFE SW3383 BLANCA","27.24","A","21","9","0","1","3","251","001-0580","SL-SW3383"
"37001","SCANNER BROTHER ADS-1250W 25PPM DUPLEX","401.02","A","10.5","1","0","0","7","20","001-0490","ADS1250W"
"24797","SCANNER BROTHER ADS-2800W 40 PPM DUPLEX WIFI","606.6","A","10.5","1","0","0","4","20","001-0490","ADS2800W"
"213609","SCANNER BROTHER ADS-3100 40 PPM DUPLEX","517.97","A","10.5","2","1","2","15","20","001-0490","ADS3100"
"213610","SCANNER BROTHER ADS-4300N 40 PPM DUPLEX RED","629.99","A","10.5","2","1","2","18","20","001-0490","ADS4300N"
"48890","SCANNER BROTHER DS-640 PORTATIL COLOR 600DPI","212.5","A","10.5","4","2","4","12","20","001-0490","DS640"
"50931","SCANNER EPSON D/CHEQUE TMS1000-011 CAPTUREONE USB","1055","A","10.5","0","0","0","2","800","001-0491","A41A266011"
"28902","SCANNER EPSON DOC WORKFORCE DS-530II 35 PPM DUPLEX","466.66","A","10.5","0","0","0","0","800","001-0490","B11B261202"
"212543","SCANNER EPSON PERFECTION V850 FOTO UNID. TRANSP.","1108.41","A","10.5","0","0","0","1","800","001-0490","B11B224201"
"51172","SCANNER HP PRO N4000 SNW1 6FW08A","451.1","A","10.5","2","0","0","5","5","001-0490","6FW08A"
"214242","SCANNER KODAK ALARIS E1030 30 PPM ADF (CAJA DAÑADA","370.85","A","10.5","0","0","0","1","68","001-0490","8011876"
"53718","SCANNER KODAK ALARIS E1030 30 PPM ADF 80 DUPLEX","400.78","A","10.5","0","0","1","51","68","001-0490","8011876"
"53719","SCANNER KODAK ALARIS E1040 40 PPM ADF 80 DUPLEX","491.12","A","10.5","0","0","0","2","68","001-0490","8011892"
"48291","SCANNER KODAK ALARIS S2050 50 PPM ADF 80 DUPLEX","688.56","A","10.5","1","1","1","13","68","001-0490","1014968"
"214241","SCANNER KODAK ALARIS S2050 50 PPM ADF(CAJA DAÑADA)","645.58","A","10.5","0","0","0","2","68","001-0490","1014968"
"48292","SCANNER KODAK ALARIS S2060W 60 PPM WIFI DUPLEX","859.22","A","10.5","2","0","2","39","68","001-0490","1015114"
"48297","SCANNER KODAK ALARIS S3060 60 PPM ADF300 A3 DUPLEX","2840.95","A","10.5","0","0","0","3","68","001-0490","8001711"
"48299","SCANNER KODAK ALARIS S3100 100 PPM ADF300 A3DUPLEX","3394.04","A","10.5","1","0","0","3","68","001-0490","8001802"
"48331","SCANNER KODAK FEED ROLLER KIT P/E1035/E1035","67.41","A","10.5","0","0","0","8","68","001-0490","1025162"
"49155","SCANNER KODAK FEED ROLLER KIT P/S2040/E1030/E1040","150.91","A","10.5","0","0","0","2","68","001-0490","1025147"
"52134","SCANNER KODAK IMAGING GUIDE SET P/ i1400 SCANNERS","52.71","A","21","0","0","0","1","32","001-0490","1978253"
"49154","SCANNER KODAK KIT CONSUMIBLES i1150/1180/1190","54.08","A","10.5","0","0","0","4","68","001-0490","1756360"
"49152","SCANNER KODAK KIT CONSUMIBLES SERIE i4000-i5000","333.81","A","10.5","0","0","0","1","68","001-0490","8327538"
"213717","SCANNER KODAK MODULO ALIMENTACION SERIE i940","34.85","A","10.5","0","0","0","4","68","001-0490","8467839"
"24708","SCANNER KODAK MODULO SEPARACION SERIE i940","29.76","A","10.5","0","0","0","4","68","001-0490","1775246"
"48188","SCANNER KODAK STACKING DEFLECTOR P/E1000/S2000","21.12","A","21","0","0","0","5","68","001-0490","1016062"
"5953","SCX-DSK10T/SEE TALL STAND P/SCX-6545N","0.89","A","21","1","0","0","108","24","001-0010","SCX-DSK10T/SEE"
"71286","SDRAM  256MB KTC1966/256 P/COMPAQ KINGSTON","1.51","A","10.5","3","0","0","0","96","001-0590","KTC1966/256"
"72939","SDRAM 256MB KTH-E200/256 KINGSTON","1.51","A","10.5","1","0","0","0","96","001-0590","KTH-E200/256"
"31195","SDRAM 256MB KTH-OB133/256 HP KINGSTON","1.51","A","10.5","1","0","0","0","96","001-0590","KTH-OB133/256"
"32786","SDRAM 256MB KTH-VL133/256 HP/CPQ KINGSTON","1.51","A","10.5","3","0","0","0","96","001-0590","KTH-VL133/256"
"31064","SDRAM 256MB KTM3113/256  IBM KINGSTON","1.51","A","10.5","2","0","0","0","96","001-0590","KTM3113/256"
"71355","SDRAM 256MB KTT-SO100/256 KINGSTON","1.51","A","10.5","1","0","0","0","96","001-0590","KTT-SO100/256"
"30388","SDRAM 32MB KTB-HL100/32 BROTHER KINGSTON","1.51","A","10.5","1","0","0","0","96","001-0590","KTB-HL100/32"
"72982","SDRAM 64MB M864120 KINGSTON","1.51","A","10.5","1","0","0","0","96","001-0590","M864120"
"52369","SENSOR PUERTA / VENTANA XIAOMI MI WINDOWS&DOOR 2","10.9","A","10.5","8","4","17","33","966","001-0010","6934177745874"
"53919","SENSOR SMART GRALF WIFI PUERTA Y VENTANA","27.83","A","21","4","0","1","3","212","001-0212","GF-SMS01"
"212883","SERVER DELL R250 E-2324/16GB/4TB SATA/PERC H355","1969.83","A","10.5","1","1","1","17","155","001-0300","R250ARH1Y23"
"52893","SERVER DELL R450 SIL 4309/16GB/480GB SSD/PERC H755","3534.12","A","10.5","1","1","1","10","155","001-0300","R450ARQ2"
"212997","SERVER DELL R750XS Gol 5318Y /32GB/ 480G (1)/ H755","6264.49","A","10.5","0","0","0","3","155","001-0300","R750XSARH1Y23v2"
"212882","SERVER DELL T150  E-2336G/16GB/2TB SATA/PERC  H355","1718.16","A","10.5","1","1","1","12","155","001-0300","T150ARH1Y23v1"
"HPE490","Server HPE DL20 Gen10+ E-2314 1P 4C 16G 4SFF Rack","1551.34","A","10.5","0","0","0","22","605","001-0300","P44114-B21"
"HPE720","Server HPE DL320 Gen11 3408U 8C 1P 16G 4LFF Rack","4814.35","A","10.5","0","0","0","1","605","001-0300","P57685-B21"
"HPE847","Server HPE DL345 Gen11 9124 1P 16C 32G 8LFF Svr","8484.04","A","10.5","0","0","0","1","605","001-0300","P66778-B21"
"HPE491","Server HPE DL360 G10+ 4310 12C 32G MR416i-a 8SFF","4326.38","A","10.5","0","0","0","3","605","001-0300","P55241-B21"
"HPE722","Server HPE DL360 G11 4416+ 20C MR408i-o NC 8SFF","10084.14","A","10.5","0","0","0","2","605","001-0300","P60734-B21"
"HPE492","Server HPE DL380 G10+ 4310 12C 32G MR416i-p 8SFF","5602.91","A","10.5","0","0","0","0","605","001-0300","P55246-B21"
"HPE723-CD","Server HPE DL380 G11 4416+ 20C MR408i-o CAJA DAÑAD","10175.62","A","10.5","0","0","0","1","605","001-0300","P60636-B21"
"HPE723","Server HPE DL380 G11 4416+ 20C MR408i-o NC 8SFF","10175.62","A","10.5","0","0","0","1","605","001-0300","P60636-B21"
"HPE737","Server HPE DL380 G11 5418Y 24C MR408i-o NC 8SFF","12295.54","A","10.5","0","0","0","1","605","001-0300","P60638-B21"
"HPE641","SERVER HPE MicroServer G10+ v2 E-2314 16G 1TB 4LFF","1086.66","A","10.5","0","0","0","2","605","001-0300","P60087-001"
"HPE724-CA","Server HPE ML110 G11 3408U 8C 1P 16G 4LFF 4TB CAJA","3825.05","A","10.5","0","0","0","0","605","001-0300","P60805-001"
"HPE547","SERVER HPE ML30 Gen10+ E-2314 1P 16G NHP 1TB Svr","1186.13","A","10.5","0","0","0","17","605","001-0300","P60050-001"
"HPE725","Server HPE ML350 G11 4410Y 12C 32G MR408i-o 8SFF","7688.34","A","10.5","0","0","0","1","605","001-0300","P60049-001"
"18339","SET BACK BOX (PIN) SBB-D32CV2 SMART SIGNAGE LFD","206.18","A","10.5","1","0","0","18","24","001-0320","SBB-PF32BV4/ZB"
"213740","Shipping &/or Handling","905.96","A","21","0","0","0","1","0","",""
"214362","SILLA GAMER COOLER MASTER HYBRID ERGO GAMING BLACK","483.93","A","21","0","0","0","1","115","001-0015","CMI-GCHYB1-BK"
"49095","SILLA GAMER PRIMUS THRONOS 100T BLACK/AMARILLA","256.83","A","21","4","0","3","10","886","001-0015","AM160PGL06-PCH-102YL"
"49097","SILLA GAMER PRIMUS THRONOS 100T BLACK/BLUE","256.83","A","21","1","0","1","7","886","001-0015","AM160PGL08-PCH-102BL"
"49096","SILLA GAMER PRIMUS THRONOS 100T BLACK/RED","256.83","A","21","0","1","0","4","886","001-0015","AM160PGL07-PCH-102RD"
"49099","SILLA GAMER PRIMUS THRONOS 200S  BLACK / PURPLE","277.38","A","21","8","1","2","18","886","001-0015","AM160PGL10-PCH202"
"49099 - EXPO","SILLA GAMER PRIMUS THRONOS 200S  BLACK / PURPLE","264.18","A","21","1","0","0","0","886","001-0015","AM160PGL10-PCH202"
"212027","SILLA GAMER PRIMUS THRONOS 200S BLACK WITH RED","277.38","A","21","1","0","0","0","886","001-0015","AM160PGL11-PCH-202RD"
"212048","SILLA GAMER PRIMUS THRONOS BROWN MANDALORIAN 200S","320.23","A","21","7","0","4","8","886","001-0015","AM160PGL14-PCHS203ML"
"213996","SILLA GAMER SYX CH-059 BK NEGRA BLACK","197.82","A","21","0","0","0","2","773","001-0015","CH-059 BK"
"213999","SILLA GAMER SYX CH-059 BL AZUL BLUE","188.62","A","21","4","0","2","26","773","001-0015","CH-059 BL"
"213997","SILLA GAMER SYX CH-059 GR VERDE GREEN","188.62","A","21","3","0","4","26","773","001-0015","CH-059 GR"
"213998","SILLA GAMER SYX CH-059 PK ROSA PINK","188.62","A","21","4","0","4","32","773","001-0015","CH-059 PK"
"213992","SILLA GAMER SYX CH-451 BK  NEGRA","224.9","A","21","3","0","1","40","773","001-0015","GC-S02 PW"
"213995","SILLA GAMER SYX CH-451 BL AZUL BLUE","224.9","A","21","4","0","4","41","773","001-0015","CH-451 BL"
"213993","SILLA GAMER SYX CH-451 GR  VERDE GREEN","224.9","A","21","3","0","4","42","773","001-0015","CH-451 GR"
"213994","SILLA GAMER SYX CH-451 PK ROSA PINK","224.9","A","21","4","0","4","36","773","001-0015","CH-451 PK"
"213988","SILLA GAMER SYX GC-S02 BG NEGRA DORADA","183.25","A","21","3","0","2","43","773","001-0015","GC-S02 BG"
"213987","SILLA GAMER SYX GC-S02 PK WH ROSA BLANCO","183.25","A","21","2","0","3","43","773","001-0015","GC-S02 PK WH"
"213986","SILLA GAMER SYX GC-S02 PW PURPURA BLANCO","194.57","A","21","3","0","3","42","773","001-0015","GC-S02 PW"
"213498","SILLA MICKEY MOUSE  X-TECH","49.18","A","21","6","2","5","63","172","001-0291","XTF-DC001MK"
"213499","SILLA MINNIE MOUSE X-TECH","51.78","A","21","3","1","6","69","172","001-0291","XTF-DC001MM"
"213496","SILLA X-TECH C/ REPOSABRAZOS P/ESTUDIANTE -OFICINA","57.61","A","21","3","4","0","1","172","001-0291","AM160GEN76"
"213494","SILLA X-TECH CAGLIARI EJECUTIVA DE OFICINA GRIS","131.91","A","21","0","0","1","0","172","001-0291","XTF-OC411"
"213497","SILLA X-TECH CON REPOSABRAZOS P/ESTUDE-OFICIN AZUL","57.61","A","21","4","3","2","8","172","001-0291","AM160GEN79"
"213500","SILLA X-TECH P/ESTUDIANTES - OFICINA - C/NEGRO","44.01","A","21","8","0","2","10","172","001-0291","AM160GEN65"
"213501","SILLA X-TECH P/ESTUDIANTES - OFICINA GRIS","41.81","A","21","1","3","0","15","172","001-0291","AM160GEN66"
"28908","SILLAS E-WIN REPUESTO ARMREST 2D","10.71","A","10.5","0","0","0","3","990","001-0015","ARMREST2D/E-WIN"
"28906","SILLAS E-WIN REPUESTO ARMREST 4D","12.11","A","10.5","0","0","0","2","990","001-0015","ARMREST4D/E-WIN"
"28903","SILLAS E-WIN REPUESTO BASE","23.47","A","10.5","0","0","0","5","990","001-0015","BASE/E-WIN"
"28904","SILLAS E-WIN REPUESTO CASTER","12.96","A","10.5","0","0","0","5","990","001-0015","CASTER/E-WIN"
"28905","SILLAS E-WIN REPUESTO GAS LIFT 12CM","15.07","A","10.5","1","0","0","1","990","001-0015","GASLIFT/E-WIN"
"72763","SIMM 32MB 60NS NON PARITY FPM KINGSTON","1.77","A","10.5","1","0","0","0","96","001-0280","KVR8X32-60T/32"
"2867","SIMM DE  4 MB (72 PINES) PARIDAD REAL","9.44","A","21","1","0","0","0","1","001-0280",""
"35448","SIST DE CONTROL DE ACCESO GRANDING HUELLA+ID","202.09","A","10.5","10","0","0","0","171","001-0308","MA300/ID"
"212673","SISTEMA MESH TP-LINK DECO S7 (2-PACK) AC1900","80.83","A","10.5","5","4","7","26","140","001-0612","DECO S7 (2-PACK)"
"213559","SISTEMA MESH TP-LINK DECO X10 (1-PACK) AX1500","43.81","A","10.5","0","4","2","0","140","001-0612","DECO X10 (1-PACK)"
"213560","SISTEMA MESH TP-LINK DECO X10 (2-PACK) AX1500","83.64","A","10.5","0","0","0","0","140","001-0612","DECO X10 (2-PACK)"
"213302","SMART HOME EZVIZ CERRADURA INTELIGENTE DL05 HUELLA","173.62","A","21","5","1","6","56","778","001-0304","CS-DL05-R200-WBCP-GR(M)(O-STD)"
"210037","SMART HOME EZVIZ GATEWAY  A3 SENSOR","40.96","A","21","16","2","14","42","778","001-0304","CS-A3-A0-W"
"210039","SMART HOME EZVIZ SENSOR APERTURA CIERRE T2C","16.05","A","10.5","6","6","1","67","778","001-0304","CS-T2C-A0-BG"
"210040","SMART HOME EZVIZ SENSOR BOTON INTELIGENTE  T3C","18.33","A","10.5","6","1","8","67","778","001-0304","CS-T3C-A0-BG"
"214299","SMART HOME EZVIZ SENSOR DETECTOR DE HUMO T4C","37.73","A","21","10","5","5","38","778","001-0304","CS-T4C-A0-BG"
"210041","SMART HOME EZVIZ SENSOR FUGA AGUA T10C","16.05","A","21","1","1","1","25","778","001-0304"," CS-T10C-A0-BG"
"214181","SMART HOME TP-LINK TAPO T100 SENSOR MOVIMIENTO","17.89","A","21","0","0","0","71","140","001-0212","TAPO T100"
"214182","SMART HOME TP-LINK TAPO T110 SENSOR APERTURA","13.82","A","21","0","0","0","74","140","001-0212","TAPO T110"
"214183","SMART HOME TP-LINK TAPO T315 SENDOR TEMP/HUMEDAD","24.6","A","21","0","0","0","70","140","001-0212","TAPO T315"
"210081","SMART WATCH HAYLOU RS4 PLUS LS11 BLACK","40.48","A","10.5","0","0","0","0","966","907-1555","LS11"
"214092","SMART WATCH KIESLECT BALANCE BLACK","28.31","A","10.5","59","18","49","899","6","907-1555"," YFT2120EU"
"212159","SMART WATCH KIESLECT KR PRO BLACK","46.46","A","10.5","10","5","4","47","6","907-1555","YFT2030EU"
"213125","SMART WATCH KIESLECT KR2 BLACK BLUE","44.84","A","10.5","14","32","27","347","6","907-1555","YFT2060EU"
"214499","SMART WATCH KIESLECT KS PRO SMART CALLING BLACK","40.12","A","10.5","20","10","7","298","6","907-1555","YFT2064EU"
"212228","SMART WATCH KIESLECT KS PRO SMART CALLING SILVER","40.12","A","10.5","0","0","0","3","6","907-1555","6974377570463"
"210090","SMART WATCH KIESLECT KS SMART CALLING","49.56","A","10.5","131","68","146","425","6","907-1555","YFT2031EU"
"213760","SMART WATCH KIESLECT KS2 MIDNIGHT BLUE","44.84","A","10.5","32","40","62","338","6","907-1555","YFT2059EU"
"213761","SMART WATCH KIESLECT KS2 SPACE GRAY GRIS","47.08","A","10.5","1","25","20","54","6","907-1555","YFT2068EU"
"212161","SMART WATCH KIESLECT LADY LORA  2 PURPLE CALLING","46.46","A","10.5","19","2","8","173","6","907-1555","YFT2050EU"
"210089","SMART WATCH KIESLECT LADY LORA GOLD DORADO CALLING","38.47","A","10.5","35","49","58","616","6","907-1555","YFT2029EU"
"212160","SMART WATCH KIESLECT LADY LORA PURPLE CALLING","38.47","A","10.5","12","5","7","136","6","907-1555","YFT2042EU"
"53742","SMART WATCH KIESLECT LADY LORA ROSA","40.39","A","10.5","10","0","20","92","6","907-1555","YFT2046EU"
"214093","SMART WATCH KIESLECT PURA GOLD","29.05","A","10.5","79","0","93","1139","6","907-1555","YFT2119EU"
"52070","SMART WATCH PHONE IMOO Z6 4G DUAL CAM KIDS VERDE","120.07","A","10.5","0","0","3","0","966","907-1555","IMOO Z6"
"52482","SMART WATCH PHONE IMOO Z6 4G DUAL CAM KIDS VIOLETA","120.07","A","10.5","2","0","3","16","966","907-1555","IMOO Z6"
"52715","SMART WATCH TICWATCH E 3 BLACK WEAR OS","128.52","A","10.5","2","0","3","6","966","907-1555","TICWATCH E3"
"52714","SMART WATCH TICWATCH PRO 3 GPS BLACK WEAR OS","140.9","A","10.5","4","2","0","4","966","907-1555","TICWATCH PRO 3 GPS"
"214546","SMART WATCH XIAOMI SMART BAND 9 BLACK","40.49","A","10.5","0","3","30","55","966","907-1555","BHR8337GL"
"24801","SOBRE AIR CAJA X500","0.72","A","21","14","0","0","0","1","001-0460",""
"46330","SODIMM DDR3 1GB MEMOX 1333","4.32","A","10.5","21","35","18","237","114","002-0280",""
"46234","SODIMM DDR3 1GB MEMOX 1333 CL9 (128X8)","4.94","A","10.5","0","1","0","0","114","002-0280","MXSD301133309T"
"10892","SODIMM DDR3 1GB MEMOX 800MHZ","4.31","A","10.5","206","66","167","241","114","002-0280","SM-SD301080007TA8L"
"213097","SODIMM DDR3 4GB HIKSEMI 1600MHZ","5.55","A","10.5","1","0","30","84","606","002-0280","324101152"
"24605","SODIMM DDR3 8GB ADATA 1600MHZ","24.37","A","10.5","12","0","3","49","787","002-0280","ADDS1600W8G11-S/B"
"213096","SODIMM DDR3 8GB HIKSEMI 1600MHZ","9.52","A","10.5","26","29","0","628","606","002-0280","324101153"
"53102","SODIMM DDR3L 4GB 1333MHZ MICRON","15.66","A","10.5","23","0","51","1262","90","003-0362","BR-NB-4G-1333"
"52236","SODIMM DDR4 16GB ADATA 3200MHZ","27.02","A","10.5","27","14","34","126","787","002-0280","AD4S320016G22-SGN"
"213821","SODIMM DDR4 16GB HIKSEMI 3200MHZ","26.44","A","10.5","0","1","0","0","606","002-0280","324101122"
"39792","SODIMM DDR4 16GB KINGSTON 3200 CL19 KCP","35.7","A","10.5","4","17","6","12","22","002-0280","KCP432SS8/16"
"39792CA","SODIMM DDR4 16GB KINGSTON 3200 CL19 KCP EXPO","34.03","A","10.5","0","0","0","1","22","002-0280","KCP432SS8/16CA"
"213845","SODIMM DDR4 16GB KINGSTON 3200MHZ CL20 FURY IMPACT","34.38","A","10.5","40","23","19","331","22","002-0280","KF432S20IB/16"
"213664","SODIMM DDR4 16GB KINGSTON 3200MHZ CL22 KVR","30.74","A","10.5","10","8","0","0","22","002-0280","KVR32S22S8/16"
"213147","SODIMM DDR4 32GB ADATA 3200MHZ","56.38","A","10.5","15","6","16","132","787","002-0280","AD4S320032G22-SGN"
"214316","SODIMM DDR4 32GB HIKSEMI 3200MHZ","59.5","A","10.5","8","2","8","0","606","002-0280","324102483"
"49414","SODIMM DDR4 32GB KINGSTON 3200 KCP","74.7","A","10.5","28","0","26","107","22","002-0280","KCP432SD8/32"
"213666","SODIMM DDR4 32GB KINGSTON 3200MHZ CL22 KVR","64.19","A","10.5","1","0","26","0","22","002-0280","KVR32S22D8/32"
"52237","SODIMM DDR4 8GB ADATA 3200MHZ","14.82","A","10.5","9","14","0","0","787","002-0280","AD4S32008G22-SGN"
